Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	model_prediction	model_long_definition	bertscore_precision	bertscore_recall	bertscore_f1	comet22_score	cometkiwi_score	xcomet_score
urbi et orbi	substantief	2.0	397569	607130	zegen van de paus die hij traditioneel met Kerstmis en Pasen uitspreekt	pauselijke zegen	Lange definitie: 'urbi et orbi' betekent 'overal ter wereld'.	'urbi et orbi' betekent 'overal ter wereld'.	0.5876016616821289	0.5776792764663696	0.5825982093811035	0.31735363602638245	0.4621801972389221	0.21042756736278534
urineonderzoek	substantief	1.0	163184	502771	onderzoek naar de urine, meestal ondernomen om medische redenen, maar ook wel om te controleren of iemands lichaam bepaalde stoffen bevat, zoals dopingproducten of drugs	onderzoek naar de urine	Lange definitie: medisch onderzoek naar de urine	medisch onderzoek naar de urine	0.8547681570053101	0.676002025604248	0.754946768283844	0.6404893398284912	0.5768522024154663	0.7535951733589172
urinestaal	substantief	1.0	163189	163190	kleine hoeveelheid urine die van iemand wordt afgenomen voor medisch onderzoek of voor het opsporen van sommige stoffen in iemands lichaam zoals dopingproducten of drugs	urinemonster	Een urinestaal is een monster van urine dat wordt genomen om te onderzoeken of er een ziekte of aandoening aanwezig is.	Een urinestaal is een monster van urine dat wordt genomen om te onderzoeken of er een ziekte of aandoening aanwezig is.	0.7124605178833008	0.6851391196250916	0.6985327005386353	0.7544019818305969	0.6470364332199097	0.34269222617149353
urinoir	substantief	1.0	163197	163198	plaats, inrichting die bestemd is om er in het openbaar te urineren	openbaar toilet	Lange definitie: een urinoir is een openbaar toilet.	een urinoir is een openbaar toilet.	0.7320593595504761	0.6714380383491516	0.700439453125	0.6505828499794006	0.6157281398773193	0.8038463592529297
urinoir	substantief	2.0	163197	504864	aan de wand van een toiletruimte gehangen bak waarin mannen kunnen urineren, voorzien van een manueel te bedienen of een automatisch doorspoelsysteem	plasbak voor mannen	Lange definitie: urinoir is een verzamelnaam voor mannentoiletten.	urinoir is een verzamelnaam voor mannentoiletten.	0.6385998725891113	0.6030579805374146	0.6203202605247498	0.4795582890510559	0.5931835174560547	0.4086153507232666
URL	substantief	1.0	163217	163218	(Engels) Uniform Resource Locator, uniek label, adres van een website, een webpagina of op internet geplaatst document of bericht, dat boven in het scherm van een computer of smartphone zichtbaar wordt en dat volgens bepaalde regels en met vaste onderdelen opgebouwd is	Uniform Resource Locator	Een Uniform Resource Locator (URL) is een verwijzing naar een webpagina of andere bron van informatie op het World Wide Web.	Een Uniform Resource Locator (URL) is een verwijzing naar een webpagina of andere bron van informatie op het World Wide Web.	0.7401763200759888	0.69547039270401	0.7171272039413452	0.6943655610084534	0.8303011655807495	0.8246873617172241
uroloog	substantief	1.0	163236	163237	arts die is gespecialiseerd in de diagnose, behandeling en het onderzoek van uitwendige nieraandoeningen zoals nierstenen of niergezwellen, en van ziekten of afwijkingen aan de blaas, aan de urinewegen en de mannelijke geslachtsorganen	arts-specialist voor urologie	Lange definitie: arts die is gespecialiseerd in de diagnose, behandeling en het onderzoek van urologische aandoeningen	arts die is gespecialiseerd in de diagnose, behandeling en het onderzoek van urologische aandoeningen	0.929479718208313	0.7786628603935242	0.8474132418632507	0.6952914595603943	0.8566125631332397	0.8748241662979126
Uuo	overige	1.0	327369	327370	(Latijn) Ununoctium, symbool van het scheikundig element ununoctium (met atoomnummer 118)	Ununoctium	(Latijn) Ununoctium, symbool van het scheikundig element ununoctium (met atoomnummer 112)	(Latijn) Ununoctium, symbool van het scheikundig element ununoctium (met atoomnummer 112)	0.9970028400421143	0.9970028400421143	0.9970028400421143	0.9618778228759766	0.7332608699798584	0.867003321647644
uur	substantief	1.0	163316	163317	bij ieder uur dat voorbijgaat ter aanduiding dat eerst nog de genoemde tijd moet verstrijken vooraleer iets ten einde komt of iets kan plaatsvinden: met nog zoveel uren als vermeld in het verschiet of voor de boeg periode van veelal opeenvolgende uren die men op de genoemde wijze ervaart telkens wanneer er na zeker tijdstip opnieuw zestig minuten verstreken zijn	periode van 60 minuten	Een volledige definitie van het woord 'uur' is: 'periode van 60 minuten'.	Een volledige definitie van het woord 'uur' is: 'periode van 60 minuten'.	0.6693786382675171	0.5910624265670776	0.6277875304222107	0.46558675169944763	0.5828034281730652	0.3067682385444641
uur	substantief	2.0	163316	565922	werkuur werkuur waarvoor men loon uitbetaald krijgt werkuur dat men niet aan arbeid heeft kunnen besteden werkuren waarvan het begin en einde steeds op een wisselend tijdstip worden gepland of geroosterd, vaak ook op wisselende werkdagen werkuren presteren uur dat bestemd is om onderwijs te volgen of te geven	periode van 60 minuten voor een activiteit werkuur lesuur	Een volledige definitie van het woord 'uur' is: 'periode van 60 minuten voor een activiteit'.	Een volledige definitie van het woord 'uur' is: 'periode van 60 minuten voor een activiteit'.	0.6375644207000732	0.5810756683349609	0.6080108284950256	0.42967215180397034	0.5239589810371399	0.3118392825126648
uur	substantief	3.0	163316	163318	tijdstip waarop de klok een vol uur aanwijst tijdstip van een vol uur in de dagindeling van vierentwintig uren, waarbij men naar onder meer militair gebruik het cijfer en de volgende twee nullen als één getal leest er zijn sinds middernacht of sinds de middag zoveel maal zestig minuten verlopen als genoemd tijdstip waarop een klok aanduidt dat een half uur van de vierentwintig uren die een dag telt, is verstreken tijdstip waarop een klok aanduidt dat een volledig uur van de vierentwintig uren die een dag telt, is verstreken het tijdstip van middernacht	tijdstip van een vol uur op de klok	Een volledige definitie van het woord 'uur' is: tijdstip van een vol uur op de klok.	Een volledige definitie van het woord 'uur' is: tijdstip van een vol uur op de klok.	0.688268780708313	0.5902373790740967	0.6354947090148926	0.5320219993591309	0.6318792104721069	0.2942850589752197
uur	substantief	4.0	163316	564632	bepaald ogenblik in een etmaal, zoals door een klok of horloge wordt aangegeven of dat min of meer precies is te situeren in de dagindeling een slecht, ongunstig of ongeschikt tijdstip tijdstip met veel bezigheden, met een grote toeloop van belangstellenden, met veel verkeer enz., respectievelijk tijdstip met weinig bezigheden, met een geringe toeloop van belangstellenden, met weinig verkeer enz. onveranderlijk tijdstip als begin of einde voor iets ieder tijdstip in de loop van een etmaal	bepaald ogenblik in een etmaal	Een uur is een bepaald ogenblik in een etmaal.	Een uur is een bepaald ogenblik in een etmaal.	0.7503160238265991	0.5698845386505127	0.6477705240249634	0.4284427762031555	0.4696977734565735	0.35195523500442505
uur	substantief	5.0	163316	565686	belangrijk ogenblik in de tijd het moment is aangebroken het moment waarop de juiste toedracht of de definitieve uitkomst van iets blijkt ogenblik waarop het erop aankomt voor iets	belangrijk ogenblik in de tijd moment van sterven	Lange definitie: belangrijk ogenblik in de tijd moment van sterven	belangrijk ogenblik in de tijd moment van sterven	0.8084266781806946	0.6713208556175232	0.7335219979286194	0.5730562806129456	0.6690056324005127	0.42671823501586914
uur	substantief	6.0	163316	564606	hoeveelheid van iets anders dan tijd, die bepaald of berekend wordt naar de tijdsduur van een uur een afstand die men op een half uur, respectievelijk, een heel uur stappen, kan afleggen	hoeveelheid naar een uur berekend	Lange definitie: hoeveelheid naar een uur berekend hoeveelheid die per uur wordt berekend	hoeveelheid naar een uur berekend hoeveelheid die per uur wordt berekend	0.7984706163406372	0.6956586837768555	0.743527352809906	0.5268446803092957	0.4098460078239441	0.5179673433303833
uur	substantief	2.1	163316	564638	werkuur werkuur waarvoor men loon uitbetaald krijgt werkuur dat men niet aan arbeid heeft kunnen besteden werkuren waarvan het begin en einde steeds op een wisselend tijdstip worden gepland of geroosterd, vaak ook op wisselende werkdagen werkuren presteren	werkuur	Lange definitie: tijdstip waarop iemand werkt	tijdstip waarop iemand werkt	0.6966773271560669	0.5857095718383789	0.6363922953605652	0.4681060016155243	0.8283861875534058	0.33431363105773926
uur	substantief	2.2	163316	565106	uur dat bestemd is om onderwijs te volgen of te geven	lesuur	Lange definitie: 'lesuur' is een bijvoeglijk naamwoord van het woord 'uur'. 'lesuur' is een bijvoeglijk naamwoord van het woord 'uur'.	'lesuur' is een bijvoeglijk naamwoord van het woord 'uur'. 'lesuur' is een bijvoeglijk naamwoord van het woord 'uur'.	0.5394816398620605	0.5588825345039368	0.5490108132362366	0.34966856241226196	0.44142505526542664	0.37265151739120483
uur	substantief	5.1	163316	565539	moment waarop iemand sterft moment waarop iemand sterft	moment van sterven	Lange definitie:'moment van sterven' Het moment waarop iemand sterft.	Lange definitie:'moment van sterven' Het moment waarop iemand sterft.	0.687221109867096	0.7820169925689697	0.7315609455108643	0.6006702184677124	0.6924002766609192	0.8114148378372192
vaars	substantief	1.0	163507	163508	jonge koe van ongeveer 2 jaar die nog niet gekalfd heeft of voor de eerste maal drachtig is of eenmaal gekalfd heeft	jonge koe	De korte definitie van het woord 'vaars' kan worden uitgebreid tot een volledige definitie: 'jonge koe'.	De korte definitie van het woord 'vaars' kan worden uitgebreid tot een volledige definitie: 'jonge koe'.	0.6041781902313232	0.5825979709625244	0.5931918621063232	0.3752853572368622	0.49862489104270935	0.2532840073108673
vader	substantief	1.0	163594	163595	mannelijke ouder, genoemd in verband met zijn verwantschap met zijn kind of kinderen man die een of meer kinderen heeft man die iets bedacht of gemaakt heeft, voorgesteld in verband met datgene wat hij bedacht of gemaakt heeft zaak, toestand of gebeurtenis in verband gebracht met iets anders dat erdoor veroorzaakt wordt man die zonder het echt te zijn, optreedt als een vader voor iemand, hetzij door voor hem te zorgen, hetzij door de overheersende invloed die hij heeft op de geestelijke ontwikkeling van iemand God, met name in de persoon van God de Vader, de eerste persoon van de Heilige Drieëenheid mannelijke rooms-katholieke geestelijke, priester, pater of hoger in de hiërarchie, vooral gezien tot de gelovigen die hij onder zijn hoede heeft mannelijk dier, voorgesteld in relatie tot zijn jongen	mannelijke ouder man met kinderen bedenker of maker oorzaak beschermer of voorbeeld God geestelijke mannelijk dier	Lange definitie: mannelijke ouder, man met kinderen, bedenker of maker, oorzaak, beschermer of voorbeeld, God, geestelijke, mannelijk dier	mannelijke ouder, man met kinderen, bedenker of maker, oorzaak, beschermer of voorbeeld, God, geestelijke, mannelijk dier	0.7597825527191162	0.6161198616027832	0.6804510354995728	0.48014357686042786	0.5866724252700806	0.22809132933616638
vader	substantief	1.1	163594	571948	man die een of meer kinderen heeft	man met kinderen	De volledige definitie is: 'een man die kinderen heeft'.	De volledige definitie is: 'een man die kinderen heeft'.	0.6699647307395935	0.7447805404663086	0.7053943872451782	0.6627015471458435	0.8370048403739929	1.0
vader	substantief	1.2	163594	571321	man die iets bedacht of gemaakt heeft, voorgesteld in verband met datgene wat hij bedacht of gemaakt heeft	bedenker of maker	De volledige definitie van het woord 'vader' is: 'bedenker of maker'.	De volledige definitie van het woord 'vader' is: 'bedenker of maker'.	0.6314083933830261	0.6424302458763123	0.6368716359138489	0.4118177592754364	0.5216535329818726	0.40201452374458313
vader	substantief	1.3	163594	571692	zaak, toestand of gebeurtenis in verband gebracht met iets anders dat erdoor veroorzaakt wordt	oorzaak	Lange definitie: 'oorzaak' is een bijvoeglijk naamwoord dat verwijst naar de oorzaak van iets.	'oorzaak' is een bijvoeglijk naamwoord dat verwijst naar de oorzaak van iets.	0.6144464015960693	0.6403136253356934	0.627113401889801	0.5935381054878235	0.7592359781265259	0.8816446661949158
vader	substantief	1.4	163594	571322	man die zonder het echt te zijn, optreedt als een vader voor iemand, hetzij door voor hem te zorgen, hetzij door de overheersende invloed die hij heeft op de geestelijke ontwikkeling van iemand	beschermer of voorbeeld	De volledige definitie is: 'vader' is het mannelijke geslacht van een dier, meestal een zoogdier, en wordt gebruikt als beschermer of voorbeeld voor zijn of haar zoon of dochter.	De volledige definitie is: 'vader' is het mannelijke geslacht van een dier, meestal een zoogdier, en wordt gebruikt als beschermer of voorbeeld voor zijn of haar zoon of dochter.	0.6679035425186157	0.6382205486297607	0.6527247428894043	0.6194623112678528	0.5139667987823486	0.25599008798599243
vader	substantief	1.5	163594	571323	God, met name in de persoon van God de Vader, de eerste persoon van de Heilige Drieëenheid	God	De volledige definitie van het woord 'vader' is: 'God is de bron van het leven, de schepper van de hemel en de aarde en de schepper van alles wat leeft en bestaat.'	De volledige definitie van het woord 'vader' is: 'God is de bron van het leven, de schepper van de hemel en de aarde en de schepper van alles wat leeft en bestaat.'	0.6532288789749146	0.6689823269844055	0.6610117554664612	0.683576226234436	0.6366361379623413	0.223171204328537
vader	substantief	1.6	163594	571324	mannelijke rooms-katholieke geestelijke, priester, pater of hoger in de hiërarchie, vooral gezien tot de gelovigen die hij onder zijn hoede heeft	geestelijke	vader Lange definitie: 'geestelijke' vader	'geestelijke' vader	0.7094936370849609	0.6322147846221924	0.6686286926269531	0.3664119839668274	0.45186948776245117	0.3393186330795288
vader	substantief	1.7	163594	572090	mannelijk dier, voorgesteld in relatie tot zijn jongen	mannelijk dier	De volledige definitie is: mannelijk dier dat de moeder of de beide ouders gemeen heeft met een ander dier dat ermee in verband gebracht wordt.	De volledige definitie is: mannelijk dier dat de moeder of de beide ouders gemeen heeft met een ander dier dat ermee in verband gebracht wordt.	0.6960194706916809	0.7505199909210205	0.722243070602417	0.667224645614624	0.4263790547847748	0.4755004346370697
vaginaal suppositorium	verbinding	1.0	877868	930503	pil met een genezende werking die in de vagina wordt ingebracht	vaginale zetpil	pil met een genezende werking die in de vagina wordt ingebracht	pil met een genezende werking die in de vagina wordt ingebracht	0.9999998807907104	0.9999998807907104	0.9999998807907104	0.9442197680473328	0.7163760662078857	0.9906184673309326
vakwinkelier	substantief	1.0	163927	163928	iemand die voor zijn beroep een vakwinkel uitbaat	uitbater van een vakwinkel	iemand die voor zijn beroep of als vrijwilliger een vakwinkel uitbaat	iemand die voor zijn beroep of als vrijwilliger een vakwinkel uitbaat	0.8828959465026855	0.9749372005462646	0.9266365766525269	0.9305504560470581	0.8359882831573486	1.0
vale vleermuis	verbinding	1.0	915656	915678	vleermuis met aan de rugzijde een grijsbruine vacht waarover een roestige glans lijkt te liggen en met rozebruine kop, oren en vleugels	vleermuis met een grijsbruine vacht	Lange definitie: vleermuis met een grijsbruine vacht en met donkerbruine kop, oren en vleugels, die ook in onze streken voorkomt	vleermuis met een grijsbruine vacht en met donkerbruine kop, oren en vleugels, die ook in onze streken voorkomt	0.853834867477417	0.8438544869422913	0.848815381526947	0.8500207662582397	0.6300933361053467	0.8879570960998535
