Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	model_prediction	bertscore_precision	bertscore_recall	bertscore_f1	comet22_score	cometkiwi_score	xcomet_score
website	substantief	1.0	179035	179036	geheel van samenhangende pagina's met gegevens, zoals tekst, afbeeldingen of video's, die opvraagbaar zijn via internet	geheel van samenhangende webpagina's	geheel van samenhangende webpagina's die op internet zijn geplaatst en toegankelijk zijn via een uniek internetadres	0.7927783727645874	0.7751674652099609	0.783873975276947	0.7865450382232666	0.7958982586860657	0.9376479387283325
week van hart	verbinding	1.0	926012	926013	teergevoelig of niet moedig	teergevoelig	gevoelig voor teer	0.763372004032135	0.7272342443466187	0.7448650598526001	0.49650678038597107	0.43472447991371155	0.5226535797119141
weergod	substantief	1.0	179672	179673	wezen van een hogere orde dan de mens dat men in polytheïstische godsdiensten aanbidt als de bovennatuurlijke macht die heerst over het weer en de natuurelementen	godheid die het weer beheerst	godheid die het weer beheerst en de weersomstandigheden bepaalt	0.734836995601654	0.6834214925765991	0.708197295665741	0.4878557622432709	0.6982043981552124	0.9034949541091919
Weesper mop	verbinding	1.0	900751	900752	oorspronkelijk in Weesp geproduceerd hard koekje dat gemaakt is van amandelen, amandelspijs en suiker	koekje uit Weesp	rond, plat koekje met amandelschaafsel en rozijnen, afkomstig uit Weesp	0.7812492251396179	0.7918629050254822	0.78652024269104	0.7991094589233398	0.5445326566696167	0.7525813579559326
Weesper mop	verbinding	2.0	900751	900753	bijnaam voor iemand die uit Weesp afkomstig is of in Weesp woont	iemand uit Weesp	iemand die afkomstig is uit Weesp	0.8462833166122437	0.7805368900299072	0.8120815753936768	0.6264187097549438	0.7133878469467163	0.9151763916015625
Weespse	substantief	1.0	179794	179795	vrouw die afkomstig is uit Weesp	vrouw uit Weesp	vrouw die afkomstig is uit Weesp	1.0	1.0	1.0	0.9774829745292664	0.7401139140129089	0.9496808052062988
weg zijn	verbinding	1.0	897530	897531	ter uitdrukking van het plotse, onmiddellijke of definitieve van een verwijdering ter uitdrukking van het plotse, onmiddellijke of definitieve van een diefstal ter uitdrukking van het plotse, onmiddellijke of definitieve van een teloorgang of van het tenietgaan ter uitdrukking van het plotse, onmiddellijke of definitieve van het ophouden van de activteit of werkzaamheid van iets	verdwenen zijn	niet meer aanwezig zijn	0.6278714537620544	0.4381214678287506	0.5161083936691284	0.26946136355400085	0.7192389965057373	0.2915869355201721
weg zijn	verbinding	2.0	897530	919921	weggereden zijn naar een volgende bestemming, bijvoorbeeld nadat het vertrektijdstip volgens een dienstregeling was aangebroken	weggereden zijn	niet meer op de weg zijn	0.6703189611434937	0.5950878262519836	0.6304670572280884	0.3692210912704468	0.4336981177330017	0.2520160675048828
wegenhulp	substantief	1.0	179883	179884	hulpverlening bij motorpech instantie of dienst die zich toelegt op hulpverlening bij pech aan motorvoertuigen, onderweg of vaak ook thuis	hulpverlening bij motorpech pechhulpdienst	hulpverlening bij motorpech door een speciaal daarvoor uitgeruste hulpverleningsdienst die snel ter plaatse kan worden ingezet pechhulpdienst die snel ter plaatse kan worden ingezet	0.7207706570625305	0.7447783946990967	0.7325778603553772	0.6950281262397766	0.4856162667274475	0.715085506439209
wegenhulp	substantief	1.1	179883	179885	instantie of dienst die zich toelegt op hulpverlening bij pech aan motorvoertuigen, onderweg of vaak ook thuis	pechhulpdienst	dienst die zich toelegt op het verlenen van hulp bij pech onderweg	0.8454170227050781	0.7574388980865479	0.7990134358406067	0.8334783911705017	0.6782256364822388	0.8821122646331787
weggeefwinkel	substantief	1.0	263393	263394	winkel waar producten gratis weggegeven worden	winkel waar alles gratis is	winkel waar producten gratis weggegeven worden aan mensen die ze nodig hebben	0.8660633563995361	0.9673718214035034	0.9139186143875122	0.8802793025970459	0.8172374367713928	0.8748886585235596
wegkwijnziekte	substantief	1.0	288315	288316	ziekte die bij jonge varkens voorkomt, die waarschijnlijk veroorzaakt wordt door een virus en verergerd wordt door andere factoren, bijvoorbeeld stress, en waarbij de biggen langzaam wegkwijnen	ziekte bij biggen	infectieziekte bij biggen die wordt veroorzaakt door een virus en die zich kenmerkt door ademhalingsproblemen, een verhoogde lichaamstemperatuur en soms ook diarree en braken	0.7460182309150696	0.7877962589263916	0.7663382887840271	0.68124920129776	0.6531895995140076	0.4313715100288391
wegwerpbarbecue	substantief	1.0	245393	245394	barbecue die na gebruik wordt weggegooid	barbecue voor eenmalig gebruik	barbecue die bestemd is voor eenmalig gebruik	0.7966484427452087	0.8057153820991516	0.8011562824249268	0.6449691653251648	0.6671912670135498	0.9609283208847046
weidesafari	substantief	1.0	593223	593287	excursie door een weidegebied om de plaatselijke flora en fauna te zien	weide-excursie	excursie naar een weidegebied om de plaatselijke flora en fauna te observeren	0.9535661935806274	0.9618988633155823	0.9577143788337708	0.9355680346488953	0.7868876457214355	0.9123115539550781
weigervrij	adjectief	1.0	293591	293592	waar niet (meer) geweigerd wordt	zonder weigerambtenaren	geen weigerambtenaren hebbend	0.695368230342865	0.6988726854324341	0.6971160769462585	0.5338189005851746	0.5487399697303772	0.7004493474960327
wekenlang	adjectief	1.0	180277	180278	vaak met de nadruk op de voortdurende herhaling of lange duur van het genoemde en daardoor op de intensiteit, saaiheid of verveling die ermee samenhangt: verscheidene weken na elkaar aanhoudend	enige of vele weken durend	die of dat enige of vele weken in beslag neemt	0.675432562828064	0.5824243426322937	0.6254898905754089	0.37943413853645325	0.5466742515563965	0.4804454445838928
welbegrepen	adjectief	1.0	180291	180292	op een goede manier begrepen	op de juiste wijze opgevat	op een wijze die in overeenstemming is met de bedoeling van de spreker of schrijver	0.6440292596817017	0.7338444590568542	0.6860096454620361	0.5351749062538147	0.5746283531188965	0.46414974331855774
welgelegen	adjectief	1.0	180339	180340	op een goede, mooie, aantrekkelijke plaats gelegen	een goede ligging hebbend	een gunstige ligging hebbend	0.7144646048545837	0.6809780597686768	0.697319507598877	0.5958640575408936	0.696329653263092	0.92491614818573
welmenend	adjectief	2.0	180402	233430	getuigend van de beste bedoelingen	blijk gevend van goede bedoelingen	blijk gevend van of getuigend van goede bedoelingen	0.7957813143730164	0.8598286509513855	0.8265661597251892	0.8177862167358398	0.60346519947052	0.9192068576812744
welmenende	substantief	1.0	233449	233450	iemand die het beste voor heeft met iemand of iets	iemand die goede bedoelingen heeft	iemand met goede bedoelingen	0.7358590960502625	0.7258059978485107	0.7307979464530945	0.661115825176239	0.789306640625	0.9030709266662598
Welsh pony	substantief	1.0	927445	927448	pittige pony die oorspronkelijk afkomstig is uit Wales, met een edel hoofd waarin men duidelijk de Arabische kenmerken kan zien	pony uit Wales	pony die afkomstig is uit Wales	0.9084917306900024	0.7246642112731934	0.8062321543693542	0.4884346127510071	0.7621711492538452	0.6993646621704102
welvaartsziekte	substantief	1.0	180484	180485	ziekte of aandoening die vooral voorkomt in landen waar de welvaart hoog is, bijvoorbeeld een hart- en vaatziekte	ziekte in landen met hoge welvaart	ziekte die vooral voorkomt in landen met een zeer hoge welvaart, bijvoorbeeld hart- en vaatziekten, diabetes en bepaalde vormen van kanker	0.8564721345901489	0.8721750378608704	0.8642522096633911	0.8727465271949768	0.7337268590927124	0.9812781810760498
wereldautomarkt	substantief	1.0	411632	508737	mondiale markt voor de afzet van auto's	markt voor de wereldwijde autoverkoop	markt voor de wereldwijde verkoop van auto's	0.8978774547576904	0.918319821357727	0.9079836010932922	0.929121196269989	0.7956976890563965	0.9747185707092285
wereldbekerseizoen	substantief	1.0	388474	523277	jaarlijks terugkerende periode met sportwedstrijden waarin om de wereldbeker wordt gestreden	jaarlijkse competitieperiode voor de wereldbeker	jaarlijks terugkerende periode waarin de competities voor de wereldbeker plaatsvinden	0.8708580732345581	0.8544393181800842	0.8625705242156982	0.8910631537437439	0.8071855306625366	0.9688107967376709
Werkendammer	substantief	1.0	180980	180981	inwoner van Werkendam iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Werkendam	iemand uit Werkendam lid e.d. van een club uit Werkendam	inwoner van Werkendam iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Werkendam	1.0	1.0	1.0	0.9586306214332581	0.7571246027946472	0.9475587606430054
Werkendammer	substantief	1.1	180980	531362	iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Werkendam	lid e.d. van een club uit Werkendam	iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Werkendam	1.0	1.0	1.0	0.9684942364692688	0.7790367007255554	0.953026294708252
werkgever	substantief	1.0	181042	181043	persoon of rechtspersoon die overeenkomstig een arbeidsovereenkomst iemand of anderen in dienst heeft	iemand die werk verschaft	iemand die werk verschaft aan een werknemer of werknemers	0.7395297288894653	0.6939897537231445	0.7160363793373108	0.632505476474762	0.6542055606842041	0.9592245817184448
werknemersarts	substantief	1.0	191025	191026	arts die zieke werknemers begeleidt en behandelt en daarbij de belangen van de werknemer vooropstelt	arts voor werknemers	arts die is gespecialiseerd in de medische keuring van werknemers en in de arbeidsgeneeskunde	0.6871709823608398	0.7145228385925293	0.7005800604820251	0.7598516345024109	0.7495899200439453	0.8516372442245483
werkster	substantief	1.0	181269	363949	vrouw die werk verricht	vrouw die werkt	vrouw die werkt, meestal voor haar beroep	0.7389808297157288	0.8056480884552002	0.7708758115768433	0.7434305548667908	0.6125745177268982	0.8011116981506348
werkster	substantief	2.0	181269	181270	vrouw die voor haar beroep kantoren, bedrijven, woningen etc. schoonmaakt	vrouw die schoonmaakt	vrouw die zich voor haar beroep bezighoudt met het schoonmaken van huizen, kantoren e.d.	0.7725005149841309	0.8348126411437988	0.8024486899375916	0.8570520877838135	0.756877601146698	0.9284690618515015
werkster	substantief	3.0	181269	363947	vrouw die voor haar beroep productiearbeid verricht voor een bedrijf of een baas, vaak in een fabriek	arbeidster	vrouw die arbeid verricht, voor haar beroep of uit liefhebberij	0.7782943844795227	0.7513104677200317	0.7645643353462219	0.7197535037994385	0.7745914459228516	0.6578975915908813
werkster	substantief	4.0	181269	363948	vrouw die voor haar beroep handenarbeid verricht	vrouw die handenarbeid verricht	vrouw die zich voor haar beroep bezighoudt met handenarbeid	0.841215193271637	0.8909677863121033	0.8653769493103027	0.9028484225273132	0.7763305902481079	0.9498050212860107
werkster	substantief	5.0	181269	363945	vrouwelijke bij die in de kolonie het werk voor de koningin doet, zoals voedsel verzamelen, de koningin voeden, cellen voor de eitjes klaarmaken en koninginnenbrij produceren voor de toekomstige koninginnen	bij of hommel die werkt	bij of hommel die werkt, in tegenstelling tot de koningin die alleen eitjes legt	0.7238067388534546	0.6758205890655518	0.698991060256958	0.4335632622241974	0.4010638892650604	0.470004141330719
werkster	substantief	6.0	181269	364313	vrouwelijke mier die in de mierenkolonie het werk voor de koningin doet, zoals voedsel verzamelen, de koningin voeden, cellen voor de eitjes klaarmaken en koninginnenbrij produceren voor de toekomstige koninginnen	mier die werkt	mier die zich bezighoudt met het verzamelen van voedsel	0.7431117296218872	0.6577377319335938	0.6978232264518738	0.39858943223953247	0.5261066555976868	0.35791680216789246
werkvrouw	substantief	1.0	181359	181360	vrouw die voor haar beroep kantoren, bedrijven, woningen etc. schoonmaakt	vrouw die schoonmaakt	vrouw die zich voor haar beroep bezighoudt met schoonmaken	0.8065803050994873	0.7458369731903076	0.7750202417373657	0.6803584098815918	0.7313562035560608	0.9219142198562622
Wet milieugevaarlijke stoffen	verbinding	1.0	905204	905205	wet die van 1985 tot 1 juni 2008 van kracht was, waarin bepaald werd welke stoffen als milieugevaarlijk aangemerkt kunnen worden en hoe er met die stoffen omgegaan moet worden	Nederlandse milieuwet van 1985 tot 2008	in 1985 aangenomen Nederlandse milieuwet die in 2008 werd vervangen door de Wet milieubeheer	0.7012699842453003	0.6510852575302124	0.6752464771270752	0.5566234588623047	0.6518080234527588	0.6016309261322021
wielerploeg	substantief	1.0	181845	181846	sportploeg die uit wielrenners bestaat	ploeg wielrenners	ploeg wielrenners die deelneemt aan wedstrijden	0.7430910468101501	0.7788346409797668	0.7605431079864502	0.7846988439559937	0.641975998878479	0.9487683773040771
wigvormig	adjectief	1.0	182013	182014	de vorm van een wig hebbend	met de vorm van een wig	de vorm van een wig hebbend	1.0	1.0	1.0	0.9639483094215393	0.6634699106216431	0.9330774545669556
wij wensen u een aangenaam verblijf	verbinding	1.0	891506	891507	formule waarmee men in een hotel e.d. de gasten welkom heet	begroetingsformule	begroetingsformule waarmee men iemand een aangenaam verblijf toewenst	0.6805380582809448	0.684729278087616	0.682627260684967	0.7530445456504822	0.7549096941947937	0.9378050565719604
wijnkelder	substantief	1.0	182233	182234	kelder die dient om wijn in te bewaren en daartoe in principe voldoet aan een aantal eisen zoals een min of meer constante temperatuur, de juiste vochtigheid en de afwezigheid van ultraviolet licht, geuren en trillingen de verzameling flessen wijn die is opgeslagen in een wijnkelder	kelder om wijn in te bewaren de wijnflessen in een wijnkelder	kelder die bestemd is om wijn in te bewaren de wijnflessen die in een wijnkelder worden bewaard	0.8405879139900208	0.6981382369995117	0.7627694010734558	0.5537157654762268	0.6485612392425537	0.9258226156234741
wijnkelder	substantief	1.1	182233	367309	de verzameling flessen wijn die is opgeslagen in een wijnkelder	de wijnflessen in een wijnkelder	de wijnflessen die in een wijnkelder worden bewaard	0.8497949838638306	0.8263777494430542	0.8379228115081787	0.8805313110351562	0.7802470326423645	0.9595353603363037
wij-zij-denken	substantief	1.0	973844	973845	het denken in tegenstellingen, waarbij de eigen groep ('wij') tegenover een andere groep ('zij') wordt gezet, bijvoorbeeld wat betreft afkomst of politieke voorkeur	het denken in tegenstellingen	het denken in tegenstellingen, bijvoorbeeld tussen mannen en vrouwen, blanken en niet-blanken e.d.	0.7234612703323364	0.6820991635322571	0.7021716237068176	0.6415312886238098	0.6413874626159668	0.9366403818130493
wild vlees	verbinding	1.0	903711	903712	woekering van bindweefsel op de huid, met een korrelig of ruw oppervlak	woekering van bindweefsel op de huid	woekering van bindweefsel op de huid als gevolg van een verwonding	0.880904495716095	0.8179755210876465	0.8482745289802551	0.6881256699562073	0.558189868927002	0.5775219202041626
